id,url,name,price,servings,serving_size,cost_per_serving,calories,protein,total_fat,trans_fat,saturated_fat,cholesterol,total_carbs,sugars,total_sugars,added_sugars,sodium,fiber,iron,potassium,vit_a,vit_c,calcium,trans_fat,vegan,gluten_free,kosher
4706,https://www.traderjoes.com/fearless-flyer/article/4706,Dark Chocolate Covered Raisins,3.99,11.0,Serving size 1/4 cup (40g),0.36272727272727273,190,2,6,0,3.5,0,32,22,,,0,2,,,,,,0,0,0,1
4707,https://www.traderjoes.com/fearless-flyer/article/4707,Dark Chocolate Sunflower Seed Butter Cups,0.99,1.0,Serving size 2 pieces (40g),0.99,230,4,18,0,7,0,16,11,11,11,95,3,,,,,,0,0,1,1
4708,https://www.traderjoes.com/fearless-flyer/article/4708,Half Salt Roasted Pistachios,6.99,8.0,Serving size 1/4 cup nuts without shells (30g/about 1/2 cup with shells),0.87375,180,6,14,0,1.5,0,9,3,,,80,3,,,,,,0,0,0,0
4709,https://www.traderjoes.com/fearless-flyer/article/4709,Heirloom Popcorn,1.99,4.0,Serving size 2 cups (30g),0.4975,180,2,14,0,1.5,0,13,0,0,0,115,2,0.5,60,,,0,0,0,1,0
4710,https://www.traderjoes.com/fearless-flyer/article/4710,Joe-Joe’s Slims,1.99,9.0,Serving size 4 cookies (33g),0.22111111111111112,150,2,5,0,2,0,24,12,12,12,110,1,1.8,100,,,0,0,0,0,1
4711,https://www.traderjoes.com/fearless-flyer/article/4711,Organic Blue Corn Tortilla Chips,2.99,12.0,Serving size 8 chips (28g/1oz),0.24916666666666668,130,3,9,0,1.5,0,17,0,,,40,2,,,,,,0,0,1,1
4712,https://www.traderjoes.com/fearless-flyer/article/4712,Organic Honey Hedgehog Cookies,2.99,6.0,Serving size 1 pack (28g/1oz),0.49833333333333335,110,2,4,0,1.5,5,18,7,7,7,115,1,0.5,50,,,100,0,0,0,1
4713,https://www.traderjoes.com/fearless-flyer/article/4713,Organic Vanilla Wafers,3.49,9.0,Serving size 6 cookies (30g),0.3877777777777778,110,2,4.5,0,3,15,16,8,8,8,125,2,0.5,50,,,30,0,0,0,0
4714,https://www.traderjoes.com/fearless-flyer/article/4714,Pita Bite Crackers,2.49,6.0,Serving size about 9 (28g),0.41500000000000004,120,3,3.5,0,0,0,19,0,,,135,1,,,,,,0,0,0,0
4715,https://www.traderjoes.com/fearless-flyer/article/4715,Simply Nutty Bars,4.99,5.0,Serving size 1 bar (40g),0.998,200,7,16,0,2.5,0,14,5,,,100,7,,,,,,0,0,0,0
4716,https://www.traderjoes.com/fearless-flyer/article/4716,Soft Honey Nougat,3.49,4.0,Serving size 2 pieces (30g),0.8725,110,2,2.5,0,0,0,21,11,11,11,25,3,0.2,50,,,20,0,0,0,1
4717,https://www.traderjoes.com/fearless-flyer/article/4717,Sun Dried Apricots Trio Pack,1.49,3.0,Serving size 1 pack (45g),0.49666666666666665,130,1,0,0,0,0,32,15,15,0,0,4,,,,,,0,0,0,0
4718,https://www.traderjoes.com/fearless-flyer/article/4718,Cranberry Supplement Drops,,15.0,Serving size 1 drop,,15,,,,,,4,3,3,3,,,,,,,,,0,0,0
4720,https://www.traderjoes.com/fearless-flyer/article/4720,Honey Lemon Cough Drops,,,,,,,,,,,,,,,,,,,,,,,0,0,0
4721,https://www.traderjoes.com/fearless-flyer/article/4721,Peanut Butter & Banana Dog Treats,2.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4722,https://www.traderjoes.com/fearless-flyer/article/4722,Rose Oil Hand Cream,4.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4723,https://www.traderjoes.com/fearless-flyer/article/4723,Fortune Cove Sauvignon Blanc,6.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4724,https://www.traderjoes.com/fearless-flyer/article/4724,Henry Hotspur’s Rosé Cider,7.99,1.0,Serving size 12 fl oz (355 mL),7.99,160,0,0,,,,10,5,,,5,,,440,,,,,0,0,0
4725,https://www.traderjoes.com/fearless-flyer/article/4725,TJ's Petit Reserve Cabernet Sauvignon,7.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4726,https://www.traderjoes.com/fearless-flyer/article/4726,TJ's Petit Reserve Merlot,5.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4727,https://www.traderjoes.com/fearless-flyer/article/4727,TJ's Reserve Meritage,9.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4728,https://www.traderjoes.com/fearless-flyer/article/4728,TJ's Reserve Pinot Noir,9.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4729,https://www.traderjoes.com/fearless-flyer/article/4729,Humor Us,,,,,,,,,,,,,,,,,,,,,,,0,0,0
4730,https://www.traderjoes.com/fearless-flyer/article/4730,Thai Lime & Chili Cashews,7.99,15.0,Serving size 1/4 cup (30g),0.5326666666666667,170,6,11,0,2,0,13,2,2,,75,7,,,,,,0,0,0,0
4731,https://www.traderjoes.com/fearless-flyer/article/4731,Dolmas,2.49,2.5,Serving size 4 dolmas (110g),0.9960000000000001,140,2,7,0,1,0,16,1,,,640,2,,,,,,0,1,0,0
4732,https://www.traderjoes.com/fearless-flyer/article/4732,English Shelled Peas,3.49,3.0,Serving size 2/3 cup (96g),1.1633333333333333,80,5,0,0,0,0,14,5,,,5,5,,230,,,,0,0,0,0
4733,https://www.traderjoes.com/fearless-flyer/article/4733,Almond Ginger Oatmeal Exfoliant Bar,2.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4734,https://www.traderjoes.com/fearless-flyer/article/4734,Lemon Curd,2.99,10.0,Serving size 1 Tbsp (30g),0.29900000000000004,100,,2.5,0,2,30,19,19,19,18,20,0,,,,,,0,0,0,0
4735,https://www.traderjoes.com/fearless-flyer/article/4735,Bamba Peanut Snacks,,3.0,Serving size 40 pieces (30g),,160,5,10,0,2.5,0,14,,,0,115,2,0.5,120,,,10,0,0,0,0
4736,https://www.traderjoes.com/fearless-flyer/article/4736,Organic Italian Gigli & Orecchiete Pastas,2.69,2.0,,1.345,,,,,,,,,,,,,,,,,,,0,0,0
4737,https://www.traderjoes.com/fearless-flyer/article/4737,Pesto Alla Genovese,2.49,3.0,Serving size 1/4 cup (60g),0.8300000000000001,250,3,26,0,4,0,3,0,,,840,0,,,,,,0,0,0,0
4738,https://www.traderjoes.com/fearless-flyer/article/4738,GIANT Peruvian Inca Corn,1.99,8.0,Serving size 1/3 cup (28g),0.24875,120,2,4,0,1.5,0,21,0,,,130,2,,,,,,0,0,0,0
4739,https://www.traderjoes.com/fearless-flyer/article/4739,Seeds & Grains Crispbread,2.99,10.0,Serving size 1 cracker (22g),0.29900000000000004,110,4,6,0,0.5,0,10,0,0,0,210,3,0.4,150,,,20,0,0,0,0
4740,https://www.traderjoes.com/fearless-flyer/article/4740,Mexican Style Roasted Corn,3.29,3.5,Serving size 2/3 cup (113g),0.9400000000000001,180,5,8,0,2.5,10,21,7,7,,130,5,,,,,,0,0,0,0
4741,https://www.traderjoes.com/fearless-flyer/article/4741,Japanese Style Fried Rice,2.99,3.5,Serving size 1 cup (129g),0.8542857142857143,250,7,5,0,1,0,42,3,3,,450,1,,,,,,0,1,0,0
4742,https://www.traderjoes.com/fearless-flyer/article/4742,Cauliflower Pizza Crust,3.99,6.0,Serving size 1/6 crust (50g/1.8 oz),0.665,80,1,0,0,0,0,17,,,0,220,1,0.1,60,,,10,0,0,0,0
4743,https://www.traderjoes.com/fearless-flyer/article/4743,Kung Pao Chicken,4.99,4.0,Serving size 1 cup (150g),1.2475,240,24,10,0,2,90,17,8,,,690,2,,,,,,0,0,0,0
4744,https://www.traderjoes.com/fearless-flyer/article/4744,Pain Au Lait,2.99,8.0,Serving size 1 roll (35g),0.37375,130,3,4.5,0,2,20,19,5,5,4,160,1,0.3,30,,,10,0,0,0,0
4745,https://www.traderjoes.com/fearless-flyer/article/4745,Bite Size Belgian Chocolate Cookies,2.49,6.0,Serving size 3 cookies (36g),0.41500000000000004,190,2,10,0,5,,23,11,11,11,55,2,1.8,90,,,10,0,0,0,0
4746,https://www.traderjoes.com/fearless-flyer/article/4746,Whole Pineapple,2.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4747,https://www.traderjoes.com/fearless-flyer/article/4747,Zhoug Sauce,2.99,8.0,Serving size 2 Tbsp (30g),0.37375,90,,9,0,0.5,0,3,0,0,0,160,,,,,,,0,1,0,0
4748,https://www.traderjoes.com/fearless-flyer/article/4748,La Ferme Julien Rosé,5.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4749,https://www.traderjoes.com/fearless-flyer/article/4749,Picton Bay Marlborough Sauvignon Blanc,7.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4750,https://www.traderjoes.com/fearless-flyer/article/4750,Grand Reserve Pinot Noir Santa Lucia Highlands,12.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4751,https://www.traderjoes.com/fearless-flyer/article/4751,Premium Lager,6.49,,,,,,,,,,,,,,,,,,,,,,0,0,0
4752,https://www.traderjoes.com/fearless-flyer/article/4752,Blue Stilton,10.99,,Serving size 1 oz (28g),,120,7,10,0,6,30,0,0,,,220,0,,,,,,0,0,0,0
4753,https://www.traderjoes.com/fearless-flyer/article/4753,English Coastal Cheddar,7.99,,Serving size 1 oz (28g),,120,7,9,0,6,30,0,0,,,200,0,,,,,,0,0,0,0
4754,https://www.traderjoes.com/fearless-flyer/article/4754,Comté,10.99,,Serving size 1 oz (28g),,120,8,9,0,5,35,0,0,,,100,0,,,,,,0,0,0,0
4755,https://www.traderjoes.com/fearless-flyer/article/4755,Grana Padano Parmesan,10.99,,Serving size 1 oz (28g),,110,9,7,0,6,20,0,0,,,150,0,,,,,,0,0,0,0
4756,https://www.traderjoes.com/fearless-flyer/article/4756,"1,000 Day Gouda",11.99,,Serving size 1 oz (28g),,120,8,10,0,7,30,0,0,,,260,0,,,,,,0,0,0,0
4757,https://www.traderjoes.com/fearless-flyer/article/4757,Bool Kogi,9.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4758,https://www.traderjoes.com/fearless-flyer/article/4758,Gelatos - Caramel Cookie Crunch & Pistachio,3.49,3.0,Serving size 2/3 cup (106g),1.1633333333333333,220,10,9,0,7,15,27,29,29,22,90,0,0.3,190,,,140,0,0,0,0
4760,https://www.traderjoes.com/fearless-flyer/article/4760,Banana Chips,1.49,8.0,Serving size 1/4 cup (30g/1oz),0.18625,160,1,9,0,8,0,19,3,,,0,2,,,,,,0,0,0,0
4761,https://www.traderjoes.com/fearless-flyer/article/4761,Daffodils,1.49,,,,,,,,,,,,,,,,,,,,,,0,0,0
4764,https://www.traderjoes.com/fearless-flyer/article/4764,Crispy Crunchy Broccoli Florets,2.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4765,https://www.traderjoes.com/fearless-flyer/article/4765,Organic King Coconut Water,1.19,1.0,Serving size 1 tetra (330mL/11.6 fl oz),1.19,45,1,0,,0,,11,8,,,95,,,660,,,,,1,0,1
4767,https://www.traderjoes.com/fearless-flyer/article/4767,A Dozen Macarons Variés,4.99,4.0,Serving size 3 macarons (30g),1.2475,120,3,5,0,1,5,17,16,16,,25,1,,,,,,0,0,0,0
4768,https://www.traderjoes.com/fearless-flyer/article/4768,Chicken Enchiladas Verde,6.99,4.0,Serving size 1 Enchilada (125g/4.4oz),1.7475,240,15,11,0,4,30,22,3,,,490,2,,,,,,0,0,0,0
4769,https://www.traderjoes.com/fearless-flyer/article/4769,Organic EVOO from Spain,5.49,33.0,Serving size 1 Tbsp (15mL),0.16636363636363638,120,0,14,0,2,0,0,,,,0,,,,,,,0,0,0,0
4770,https://www.traderjoes.com/fearless-flyer/article/4770,Arugula & Parmigiano Reggiano Ravioli,3.49,3.0,Serving size 1 cup (83g),1.1633333333333333,230,9,10,0,3.5,65,26,4,4,0,530,2,1.6,170,,,110,0,0,0,0
4771,https://www.traderjoes.com/fearless-flyer/article/4771,Crispy Crunchy Mochi Rice Nuggets,2.99,6.0,Serving size about 10 crackers (30g),0.49833333333333335,150,2,7,0,3,0,20,0,,,75,,,,,,,0,0,0,0
4772,https://www.traderjoes.com/fearless-flyer/article/4772,Humor Us,,,,,,,,,,,,,,,,,,,,,,,0,0,0
4773,https://www.traderjoes.com/fearless-flyer/article/4773,Chocolate Chip Pain Au Lait,2.99,8.0,Serving size 1 roll (35g),0.37375,160,3,7,0,3.5,15,18,7,7,6,135,1,0.1,20,,,10,0,0,0,0
4774,https://www.traderjoes.com/fearless-flyer/article/4774,Corn & Wheat Tortillas,1.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4775,https://www.traderjoes.com/fearless-flyer/article/4775,Dark Chocolate Ganache Mini Sheet Cake,4.49,,,,,,,,,,,,,,,,,,,,,,0,0,0
4776,https://www.traderjoes.com/fearless-flyer/article/4776,Gluten Free White Sandwich Bread,4.49,7.0,Serving size 2 slices (49g/1.72oz),0.6414285714285715,120,2,2,0,0,0,24,3,,,290,1,,,,,,0,0,0,0
4777,https://www.traderjoes.com/fearless-flyer/article/4777,Organic Sandwich Breads,2.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4778,https://www.traderjoes.com/fearless-flyer/article/4778,Cold Brew Coffee Bags,5.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4779,https://www.traderjoes.com/fearless-flyer/article/4779,Cold Pressed Pineapple Juice,2.99,1.0,Serving size 1 bottle (355mL),2.99,230,5,0,,,,52,44,44,,0,7,,,,,70,,0,0,0
4780,https://www.traderjoes.com/fearless-flyer/article/4780,Mint Watermelon Flavored Black Tea,4.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4781,https://www.traderjoes.com/fearless-flyer/article/4781,Ready to Drink Cold Brew Coffee,4.99,3.0,Serving size 12 fl oz (360mL),1.6633333333333333,15,1,0,,,,3,,,,0,,,550,,,,,0,0,0
4782,https://www.traderjoes.com/fearless-flyer/article/4782,Seltzers With A Splash,2.99,4.0,Serving size 1 can (355mL),0.7475,15,0,0,,,,3,2,2,0,0,,,,,,,,0,0,1
4783,https://www.traderjoes.com/fearless-flyer/article/4783,Organic Fair Trade Wake Up Blend Coffee,14.99,,,,,,,,,,,,,,,,,,,,,,0,0,1
4784,https://www.traderjoes.com/fearless-flyer/article/4784,Whole Milk Mango Kefir,2.99,4.0,Serving size 1 cup (240mL),0.7475,200,8,7,0,4.5,35,26,25,25,,125,0,,340,,,,0,0,0,1
4785,https://www.traderjoes.com/fearless-flyer/article/4785,Burrata,4.99,8.0,Serving size 1 oz (28g),0.62375,80,5,6,0,4,20,1,1,,,45,0,,,,,,0,0,0,0
4786,https://www.traderjoes.com/fearless-flyer/article/4786,Organic Crumbled Feta,3.49,6.0,Serving size 1oz (28g/ 1/4 cup),0.5816666666666667,70,4,5,0,3.5,15,3,0,0,0,270,1,,,,,,0,0,0,0
4787,https://www.traderjoes.com/fearless-flyer/article/4787,Unexpected Cheddar,3.99,7.0,Serving size 1oz (28g),0.5700000000000001,120,7,10,0,5,30,0,0,,,170,0,,,,,,0,0,0,0
4788,https://www.traderjoes.com/fearless-flyer/article/4788,Big Soft Pretzels,2.49,4.0,Serving size 1 pretzel plus 1/4 salt pack (75g),0.6225,220,7,4,0,0,0,40,0,0,0,2380,2,1.1,90,,,20,0,0,0,0
4789,https://www.traderjoes.com/fearless-flyer/article/4789,Chocolate Croissants,4.49,4.0,Serving size 1 croissant (85g/3oz),1.1225,320,5,18,0.5,11,40,36,11,,,250,2,,,,,,0.5,0,0,1
4790,https://www.traderjoes.com/fearless-flyer/article/4790,Cookie Butter Ice Cream,4.99,8.0,Serving size 1/2 cup (95g),0.62375,220,2,12,0,6,30,25,18,,,70,0,,,,,,0,0,0,0
4791,https://www.traderjoes.com/fearless-flyer/article/4791,Fully Cooked Organic Quinoa,3.99,4.0,Serving size 1/2 cup (113g),0.9975,140,5,2.5,0,0,0,24,1,,,10,3,,,,,,0,0,1,0
4792,https://www.traderjoes.com/fearless-flyer/article/4792,Key Lime Pie,5.49,6.0,Serving size 1/6 pie (80g),0.915,250,4,11,0,7,90,36,26,,,160,,,,,,,0,0,0,0
4793,https://www.traderjoes.com/fearless-flyer/article/4793,Organic Rainbow Cauliflower,2.99,5.0,Serving size 1 cup (85g),0.5980000000000001,30,2,0,0,0,0,4,0,0,0,30,1,0.1,240,,,30,0,0,0,0
4794,https://www.traderjoes.com/fearless-flyer/article/4794,Organic Tropical Fruit Blend,3.49,3.0,Serving size 1 cup (140g),1.1633333333333333,90,1,0,0,0,0,22,15,,,0,3,,280,,,,0,0,0,0
4795,https://www.traderjoes.com/fearless-flyer/article/4795,"Burrata, Prosciutto & Arugula Flatbread",4.99,3.0,Serving size 1 slice (113g),1.6633333333333333,290,13,12,0,6,35,30,2,,,670,3,,,,,,0,0,0,0
4796,https://www.traderjoes.com/fearless-flyer/article/4796,Shiitake Mushroom Chicken,4.99,4.0,Serving size 1 cup (150g),1.2475,180,20,8,0,2,60,9,3,,,480,2,,,,,,0,0,0,0
4797,https://www.traderjoes.com/fearless-flyer/article/4797,Lightly Salted Edamame,1.99,2.5,Serving size 1/2 cup (85g),0.796,100,9,4,0,0,0,7,2,,,370,4,,410,,,,0,0,0,0
4798,https://www.traderjoes.com/fearless-flyer/article/4798,Sweet Potato Frites,1.99,5.0,Serving size 1 cup (85g/3oz),0.398,160,2,8,0,1.5,0,19,7,,,140,2,,,,,,0,0,0,0
